Query,,,,,,Subject,,,,,,Score,,Identities,,Gaps,,Strand,,Taxonomy,,,,,,,,,Filter,NCBI_16S_ribosomal_RNA_20200305
denovo1642,419,2,1,419,100,"NR_074188.1 Roseiflexus castenholzii strain DSM 13941 16S ribosomal RNA, partial sequence",NR_074188.1,1469,310,728,28.52,464.6,0,365/421,86,4/421,0,Plus,Plus,Bacteria; Chloroflexi; Chloroflexia; Chloroflexales; Roseiflexaceae; Roseiflexus; Roseiflexus castenholzii,Roseiflexus castenholzii,Roseiflexus,Roseiflexaceae,Chloroflexales,Chloroflexia,Chloroflexi,,Bacteria,,
denovo1643,419,1,1,419,100,"NR_044841.2 Clostridium aurantibutyricum strain NCIMB 10659 16S ribosomal RNA, partial sequence",NR_044841.2,1423,331,748,29.37,761.9,0,417/419,99,1/419,0,Plus,Plus,Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium aurantibutyricum,Clostridium aurantibutyricum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,,Bacteria,,
denovo1644,419,1,1,419,100,"NR_112972.1 Aciditerrimonas ferrireducens JCM 15389 strain IC-180 16S ribosomal RNA, partial sequence",NR_112972.1,1483,321,739,28.25,619.7,0,393/421,93,4/421,0,Plus,Plus,Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; Acidimicrobiaceae; Aciditerrimonas; Aciditerrimonas ferrireducens,Aciditerrimonas ferrireducens,Aciditerrimonas,Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia,Actinobacteria,,Bacteria,,
denovo1645,419,2,1,416,99.28,"NR_148627.1 Arcobacter pacificus strain SW028 16S ribosomal RNA, partial sequence",NR_148627.1,1427,314,727,29.01,318.7,0,336/417,80,4/417,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1646,419,1,1,419,100,"NR_118636.1 Bythopirellula goksoyri strain Pr1d 16S ribosomal RNA, partial sequence",NR_118636.1,1418,278,699,29.76,549.6,0,381/422,90,3/422,0,Plus,Plus,Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Lacipirellulaceae; Bythopirellula; Bythopirellula goksoyri,Bythopirellula goksoyri,Bythopirellula,Lacipirellulaceae,Pirellulales,Planctomycetia,Planctomycetes,,Bacteria,,
denovo1647,419,1,1,419,100,"NR_157748.1 Dictyobacter aurantiacus strain S-27 16S ribosomal RNA, partial sequence",NR_157748.1,1383,294,711,30.22,496,0,369/419,88,1/419,0,Plus,Plus,Bacteria; Chloroflexi; Ktedonobacteria; Ktedonobacterales; Dictyobacteraceae; Dictyobacter; Dictyobacter aurantiacus,Dictyobacter aurantiacus,Dictyobacter,Dictyobacteraceae,Ktedonobacterales,Ktedonobacteria,Chloroflexi,,Bacteria,,
denovo1648,419,1,1,419,100,"NR_156801.1 Immundisolibacter cernigliae strain TR3.2 16S ribosomal RNA, complete sequence",NR_156801.1,1544,341,759,27.14,575.4,0,383/419,91,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Immundisolibacterales; Immundisolibacteraceae; Immundisolibacter; Immundisolibacter cernigliae,Immundisolibacter cernigliae,Immundisolibacter,Immundisolibacteraceae,Immundisolibacterales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo1649,419,1,1,415,99.05,"NR_148645.1 Aetherobacter rufus strain SBSr003 16S ribosomal RNA, partial sequence",NR_148645.1,1551,343,755,26.63,400,0,353/419,84,10/419,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1650,419,1,1,419,100,"NR_041849.1 Desulfococcus multivorans strain DSM 2059 16S ribosomal RNA, partial sequence",NR_041849.1,1529,350,771,27.6,355.7,0,354/430,82,19/430,4,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1651,419,1,1,419,100,"NR_114591.1 Halomicronema excentricum strain TFEP1 16S ribosomal RNA, partial sequence",NR_114591.1,1350,263,681,31.04,209.8,0,325/427,76,16/427,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1652,419,1,1,419,100,"NR_159192.1 Siccirubricoccus deserti strain SYSU D8009 16S ribosomal RNA, partial sequence",NR_159192.1,1484,309,727,28.23,680.7,0,403/420,95,2/420,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Acetobacteraceae; Siccirubricoccus; Siccirubricoccus deserti,Siccirubricoccus deserti,Siccirubricoccus,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1653,419,1,1,419,100,"NR_156918.1 Luteitalea pratensis strain HEG_-6_39 16S ribosomal RNA, partial sequence",NR_156918.1,1506,344,763,27.89,448,0,366/425,86,11/425,2,Plus,Plus,Bacteria; Acidobacteria; Vicinamibacteria; ; Vicinamibacteraceae; Luteitalea; Luteitalea pratensis,Luteitalea pratensis,Luteitalea,Vicinamibacteraceae,,Vicinamibacteria,Acidobacteria,,Bacteria,,
denovo1654,419,2,1,419,100,"NR_043563.1 Planifilum yunnanense strain LA5 16S ribosomal RNA, partial sequence",NR_043563.1,1525,346,764,27.48,702.8,0,406/419,96,0/419,0,Plus,Plus,Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Planifilum; Planifilum yunnanense,Planifilum yunnanense,Planifilum,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,,Bacteria,,
denovo1655,419,1,1,419,100,"NR_109544.1 Ornatilinea apprima strain P3M-1 16S ribosomal RNA, partial sequence",NR_109544.1,1462,331,749,28.66,586.5,0,386/420,91,2/420,0,Plus,Plus,Bacteria; Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae; Ornatilinea; Ornatilinea apprima,Ornatilinea apprima,Ornatilinea,Anaerolineaceae,Anaerolineales,Anaerolineae,Chloroflexi,,Bacteria,,
denovo1656,419,1,1,419,100,"NR_116694.1 Desulfonatronum thiosulfatophilum strain ASO4-2 16S ribosomal RNA, partial sequence",NR_116694.1,1522,345,763,27.53,564.3,0,383/421,90,4/421,0,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfonatronaceae; Desulfonatronum; Desulfonatronum thiosulfatophilum,Desulfonatronum thiosulfatophilum,Desulfonatronum,Desulfonatronaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo1657,419,1,1,419,100,"NR_157671.1 Arboricoccus pini strain B29T1 16S ribosomal RNA, partial sequence",NR_157671.1,1461,288,704,28.54,429.5,0,360/422,85,8/422,1,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Geminicoccaceae; Arboricoccus; Arboricoccus pini,Arboricoccus pini,Arboricoccus,Geminicoccaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1658,419,1,1,419,100,"NR_025327.1 Gimesia maris strain 534-30 16S ribosomal RNA, partial sequence",NR_025327.1,1504,316,734,27.86,575.4,0,385/421,91,4/421,0,Plus,Plus,Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Gimesia; Gimesia maris,Gimesia maris,Gimesia,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetes,,Bacteria,,
denovo1659,419,1,1,419,100,"NR_146022.1 Stenotrophobacter roseus strain Ac_15_C4 16S ribosomal RNA, partial sequence",NR_146022.1,1483,336,754,28.25,708.4,0,408/420,97,2/420,0,Plus,Plus,Bacteria; Acidobacteria; Blastocatellia; Blastocatellales; Blastocatellaceae; Stenotrophobacter; Stenotrophobacter roseus,Stenotrophobacter roseus,Stenotrophobacter,Blastocatellaceae,Blastocatellales,Blastocatellia,Acidobacteria,,Bacteria,,
denovo1660,419,1,1,419,100,"NR_024943.1 Peredibacter starrii strain A3.12 16S ribosomal RNA, partial sequence",NR_024943.1,1457,305,722,28.69,629,0,395/421,93,5/421,1,Plus,Plus,Bacteria; Proteobacteria; Oligoflexia; Bacteriovoracales; Bacteriovoracaceae; Peredibacter; Peredibacter starrii,Peredibacter starrii,Peredibacter,Bacteriovoracaceae,Bacteriovoracales,Oligoflexia,Proteobacteria,,Bacteria,,
denovo1661,419,2,1,419,100,"NR_117911.1 Blastochloris viridis strain DSM 133 16S ribosomal RNA, partial sequence",NR_117911.1,1479,302,720,28.33,669.6,0,400/419,95,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Hyphomicrobiaceae; Blastochloris; Blastochloris viridis,Blastochloris viridis,Blastochloris,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1662,419,1,1,419,100,"NR_134756.1 Limisphaera ngatamarikiensis strain NGM72.4 16S ribosomal RNA, partial sequence",NR_134756.1,1410,301,719,29.72,531.1,0,375/419,89,0/419,0,Plus,Plus,Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobia subdivision 3; Limisphaera; Limisphaera ngatamarikiensis,Limisphaera ngatamarikiensis,Limisphaera,Verrucomicrobia subdivision 3,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,,Bacteria,,
denovo1663,419,1,1,417,99.52,"NR_156801.1 Immundisolibacter cernigliae strain TR3.2 16S ribosomal RNA, complete sequence",NR_156801.1,1544,341,770,27.85,300.3,0,346/433,79,19/433,4,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1664,419,1,1,419,100,"NR_113698.1 Insolitispirillum peregrinum strain NBRC 14922 16S ribosomal RNA, partial sequence",NR_113698.1,1412,282,699,29.6,420.3,0,360/424,84,11/424,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1665,419,1,1,419,100,"NR_156939.1 Vitiosangium cumulatum strain MCy10943 16S ribosomal RNA, partial sequence",NR_156939.1,1526,338,756,27.46,630.8,0,393/419,93,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Archangiaceae; Vitiosangium; Vitiosangium cumulatum,Vitiosangium cumulatum,Vitiosangium,Archangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo1666,419,1,1,417,99.52,"NR_044589.1 Ferruginibacter lapsinanis strain HU1-HG42 16S ribosomal RNA, partial sequence",NR_044589.1,1406,265,681,29.66,460.9,0,363/419,86,4/419,0,Plus,Plus,Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Ferruginibacter; Ferruginibacter lapsinanis,Ferruginibacter lapsinanis,Ferruginibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,,Bacteria,,
denovo1667,419,5,1,419,100,"NR_115693.1 Gracilibacter thermotolerans JW/YJL-S1 16S ribosomal RNA, partial sequence",NR_115693.1,1526,442,860,27.46,614.2,0,392/421,93,4/421,0,Plus,Plus,Bacteria; Firmicutes; Clostridia; Clostridiales; Gracilibacteraceae; Gracilibacter; Gracilibacter thermotolerans,Gracilibacter thermotolerans,Gracilibacter,Gracilibacteraceae,Clostridiales,Clostridia,Firmicutes,,Bacteria,,
denovo1668,419,2,1,417,99.52,"NR_137333.1 Erwinia iniecta strain B120 16S ribosomal RNA, partial sequence",NR_137333.1,1495,314,730,27.89,383.4,0,354/424,83,14/424,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1669,419,1,1,419,100,"NR_145929.1 Caproiciproducens galactitolivorans strain BS-1 16S ribosomal RNA, partial sequence",NR_145929.1,1445,319,741,29.27,656.7,0,401/423,94,4/423,0,Plus,Plus,Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Caproiciproducens; Caproiciproducens galactitolivorans,Caproiciproducens galactitolivorans,Caproiciproducens,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,,Bacteria,,
denovo1670,419,1,1,419,100,"NR_153701.1 Carboxylicivirga flava strain Q15 16S ribosomal RNA, partial sequence",NR_153701.1,1409,299,717,29.74,520,0,375/421,89,4/421,0,Plus,Plus,Bacteria; Bacteroidetes; Bacteroidia; Marinilabiliales; Marinilabiliaceae; Carboxylicivirga; Carboxylicivirga flava,Carboxylicivirga flava,Carboxylicivirga,Marinilabiliaceae,Marinilabiliales,Bacteroidia,Bacteroidetes,,Bacteria,,
denovo1671,419,2,1,419,100,"NR_042438.1 Lactobacillus graminis strain G90 (1) 16S ribosomal RNA, partial sequence",NR_042438.1,1548,361,780,27.13,547.7,0,384/425,90,11/425,2,Plus,Plus,Bacteria; Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus graminis,Lactobacillus graminis,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,,Bacteria,,
denovo1672,419,1,1,419,100,"NR_026492.1 Clostridium cylindrosporum strain HC-1 16S ribosomal RNA, partial sequence",NR_026492.1,1479,321,739,28.33,641.9,0,395/419,94,0/419,0,Plus,Plus,Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium cylindrosporum,Clostridium cylindrosporum,Clostridium,Clostridiaceae,Clostridiales,Clostridia,Firmicutes,,Bacteria,,
denovo1673,419,2,1,419,100,"NR_074804.1 Cellvibrio japonicus strain Ueda107 16S ribosomal RNA, partial sequence",NR_074804.1,1534,333,754,27.51,289.2,0,339/427,79,13/427,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1674,419,2,162,388,54.18,"NR_144614.1 Longicatena caecimuris strain PG-426-CC-2 16S ribosomal RNA, partial sequence",NR_144614.1,1433,453,678,15.77,130.4,0,183/235,77,17/235,7,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1675,419,1,1,419,100,"NR_044367.1 Balneola alkaliphila strain CM41_14b 16S ribosomal RNA, partial sequence",NR_044367.1,1421,328,746,29.49,630.8,0,395/421,93,4/421,0,Plus,Plus,Bacteria; Balneolaeota; Balneolia; Balneolales; Balneolaceae; Balneola; Balneola alkaliphila,Balneola alkaliphila,Balneola,Balneolaceae,Balneolales,Balneolia,Balneolaeota,,Bacteria,,
denovo1676,419,1,1,417,99.52,"NR_115817.1 Candidatus Protochlamydia naegleriophila strain KNic 16S ribosomal RNA, partial sequence",NR_115817.1,1467,300,716,28.43,605,0,388/418,92,2/418,0,Plus,Plus,Bacteria; Chlamydiae; Chlamydiia; Parachlamydiales; Parachlamydiaceae; Candidatus Protochlamydia; Candidatus Protochlamydia,Candidatus Protochlamydia,Candidatus Protochlamydia,Parachlamydiaceae,Parachlamydiales,Chlamydiia,Chlamydiae,,Bacteria,,
denovo1677,419,1,1,419,100,"NR_114129.1 Hydrogenophaga intermedia strain NBRC 102510 16S ribosomal RNA, partial sequence",NR_114129.1,1454,306,724,28.82,736.1,0,412/419,98,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Hydrogenophaga; Hydrogenophaga intermedia,Hydrogenophaga intermedia,Hydrogenophaga,Comamonadaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,Bacteria,,
denovo1678,419,1,1,413,98.57,"NR_024727.1 Sporichthya polymorpha DSM 43042 16S ribosomal RNA, partial sequence",NR_024727.1,1472,307,716,27.85,422.2,0,352/413,85,3/413,0,Plus,Plus,Bacteria; Actinobacteria; Actinobacteria; Sporichthyales; Sporichthyaceae; Sporichthya; Sporichthya polymorpha,Sporichthya polymorpha,Sporichthya,Sporichthyaceae,Sporichthyales,Actinobacteria,Actinobacteria,,Bacteria,,
denovo1679,419,1,1,419,100,"NR_133878.1 Terrimicrobium sacchariphilum strain NM-5 16S ribosomal RNA, partial sequence",NR_133878.1,1418,316,735,29.62,398.1,0,356/424,83,9/424,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1680,419,2,1,419,100,"NR_159149.1 Paenibacillus albidus strain Q4-3 16S ribosomal RNA, partial sequence",NR_159149.1,1435,303,721,29.2,730.5,0,411/419,98,0/419,0,Plus,Plus,Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; Paenibacillus albidus,Paenibacillus albidus,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,,Bacteria,,
denovo1681,419,1,1,419,100,"NR_115225.1 Chthoniobacter flavus Ellin428 16S ribosomal RNA, partial sequence",NR_115225.1,1360,324,742,30.81,436.9,0,362/423,85,8/423,1,Plus,Plus,Bacteria; Verrucomicrobia; Spartobacteria; Chthoniobacterales; Chthoniobacteraceae; Chthoniobacter; Chthoniobacter flavus,Chthoniobacter flavus,Chthoniobacter,Chthoniobacteraceae,Chthoniobacterales,Spartobacteria,Verrucomicrobia,,Bacteria,,
denovo1682,419,1,1,419,100,"NR_125455.1 Hydrogenispora ethanolica strain LX-B 16S ribosomal RNA, partial sequence",NR_125455.1,1443,318,735,28.97,446.2,0,366/425,86,13/425,3,Plus,Plus,Bacteria; Firmicutes; ; ; ; Hydrogenispora; Hydrogenispora ethanolica,Hydrogenispora ethanolica,Hydrogenispora,,,,Firmicutes,,Bacteria,,
denovo1683,419,1,163,419,61.34,"NR_148582.1 Tepidisphaera mucosa strain 2842 16S ribosomal RNA, partial sequence",NR_148582.1,1491,459,715,17.24,337.2,0,232/257,90,0/257,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1684,419,5,1,419,100,"NR_113942.1 Pleomorphomonas koreensis strain NBRC 100803 16S ribosomal RNA, partial sequence",NR_113942.1,1409,284,702,29.74,558.8,0,380/419,90,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Methylocystaceae; Pleomorphomonas; Pleomorphomonas koreensis,Pleomorphomonas koreensis,Pleomorphomonas,Methylocystaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1685,419,1,1,419,100,"NR_132293.1 Thermomarinilinea lacunifontana strain SW7 16S ribosomal RNA, partial sequence",NR_132293.1,1435,318,736,29.2,403.7,0,355/422,84,6/422,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1686,419,3,1,412,98.33,"NR_135876.1 Marmoricola terrae strain JOS5-1 16S ribosomal RNA, partial sequence",NR_135876.1,1451,311,719,28.19,398.1,0,350/415,84,9/415,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1687,419,1,1,419,100,"NR_025860.1 Orientia tsutsugamushi strain Karp 16S ribosomal RNA, partial sequence",NR_025860.1,1459,300,718,28.72,569.9,0,383/420,91,2/420,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Orientia; Orientia tsutsugamushi,Orientia tsutsugamushi,Orientia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1688,419,1,1,419,100,"NR_125455.1 Hydrogenispora ethanolica strain LX-B 16S ribosomal RNA, partial sequence",NR_125455.1,1443,318,736,29.04,470.2,0,366/421,86,4/421,0,Plus,Plus,Bacteria; Firmicutes; ; ; ; Hydrogenispora; Hydrogenispora ethanolica,Hydrogenispora ethanolica,Hydrogenispora,,,,Firmicutes,,Bacteria,,
denovo1689,419,1,1,419,100,"NR_156084.1 Oryzomicrobium terrae strain TPP412 16S ribosomal RNA, partial sequence",NR_156084.1,1496,314,732,28.01,658.5,0,398/419,94,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Betaproteobacteria; Rhodocyclales; Rhodocyclaceae; Oryzomicrobium; Oryzomicrobium terrae,Oryzomicrobium terrae,Oryzomicrobium,Rhodocyclaceae,Rhodocyclales,Betaproteobacteria,Proteobacteria,,Bacteria,,
denovo1690,419,2,1,419,100,"NR_116840.1 Kordiimonas lacus strain S3-22 16S ribosomal RNA, partial sequence",NR_116840.1,1419,293,711,29.53,508.9,0,374/422,88,6/422,1,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Kordiimonadales; Kordiimonadaceae; Kordiimonas; Kordiimonas lacus,Kordiimonas lacus,Kordiimonas,Kordiimonadaceae,Kordiimonadales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1691,419,3,1,419,100,"NR_074379.1 Sphaerobacter thermophilus strain DSM 20745 16S ribosomal RNA, partial sequence",NR_074379.1,1497,328,746,27.99,503.4,0,370/419,88,0/419,0,Plus,Plus,Bacteria; Chloroflexi; Thermomicrobia; Sphaerobacterales; Sphaerobacteraceae; Sphaerobacter; Sphaerobacter thermophilus,Sphaerobacter thermophilus,Sphaerobacter,Sphaerobacteraceae,Sphaerobacterales,Thermomicrobia,Chloroflexi,,Bacteria,,
denovo1692,419,2,1,415,99.05,"NR_043949.1 Hyalangium minutum strain DSM 14724 16S ribosomal RNA, partial sequence",NR_043949.1,1491,322,734,27.7,388.9,0,350/418,83,8/418,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1693,419,1,1,419,100,"NR_027553.1 Bdellovibrio bacteriovorus strain HD100 16S ribosomal RNA, partial sequence",NR_027553.1,1294,271,689,32.38,641.9,0,395/419,94,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Oligoflexia; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio; Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus,Bdellovibrio,Bdellovibrionaceae,Bdellovibrionales,Oligoflexia,Proteobacteria,,Bacteria,,
denovo1694,419,1,1,419,100,"NR_025763.1 Aquicella lusitana strain SGT-39 16S ribosomal RNA, partial sequence",NR_025763.1,1482,311,729,28.27,581,0,387/422,91,6/422,1,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Coxiellaceae; Aquicella; Aquicella lusitana,Aquicella lusitana,Aquicella,Coxiellaceae,Legionellales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo1695,419,2,1,419,100,"NR_159154.1 Aridibacter nitratireducens strain A_24_SHP_-5_238 16S ribosomal RNA, partial sequence",NR_159154.1,1482,334,752,28.27,758.2,0,416/419,99,0/419,0,Plus,Plus,Bacteria; Acidobacteria; Blastocatellia; Blastocatellales; Blastocatellaceae; Aridibacter; Aridibacter nitratireducens,Aridibacter nitratireducens,Aridibacter,Blastocatellaceae,Blastocatellales,Blastocatellia,Acidobacteria,,Bacteria,,
denovo1696,419,4,1,419,100,"NR_074704.1 Cupriavidus metallidurans CH34 16S ribosomal RNA, partial sequence",NR_074704.1,1527,331,749,27.44,608.7,0,391/421,92,4/421,0,Plus,Plus,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Cupriavidus; Cupriavidus metallidurans,Cupriavidus metallidurans,Cupriavidus,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,Bacteria,,
denovo1697,419,2,1,419,100,"NR_074262.1 Parvibaculum lavamentivorans DS-1 16S ribosomal RNA, partial sequence",NR_074262.1,1479,302,720,28.33,702.8,0,406/419,96,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhodobiaceae; Parvibaculum; Parvibaculum lavamentivorans,Parvibaculum lavamentivorans,Parvibaculum,Rhodobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1698,419,1,1,419,100,"NR_144578.1 Bacillus hisashii strain N-11 16S ribosomal RNA, partial sequence",NR_144578.1,1506,322,740,27.82,477.6,0,370/424,87,10/424,2,Plus,Plus,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus hisashii,Bacillus hisashii,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,,Bacteria,,
denovo1699,419,1,1,419,100,"NR_159098.1 Planctopirus hydrillae strain JC280 16S ribosomal RNA, partial sequence",NR_159098.1,1394,271,689,30.06,586.5,0,386/420,91,2/420,0,Plus,Plus,Bacteria; Planctomycetes; Planctomycetia; Planctomycetales; Planctomycetaceae; Planctopirus; Planctopirus hydrillae,Planctopirus hydrillae,Planctopirus,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetes,,Bacteria,,
denovo1700,419,1,1,417,99.52,"NR_132293.1 Thermomarinilinea lacunifontana strain SW7 16S ribosomal RNA, partial sequence",NR_132293.1,1435,318,736,29.2,418.5,0,359/423,84,10/423,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1701,419,1,1,419,100,"NR_026463.1 Rhizobium undicola strain ORS 992 16S ribosomal RNA, partial sequence",NR_026463.1,1433,280,698,29.24,553.3,0,380/420,90,2/420,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Rhizobium; Rhizobium undicola,Rhizobium undicola,Rhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1702,419,1,1,419,100,"NR_117435.1 Ohtaekwangia koreensis strain 3B-2 16S ribosomal RNA, partial sequence",NR_117435.1,1444,312,747,30.19,462.8,0,379/438,86,21/438,4,Plus,Plus,Bacteria; Bacteroidetes; Cytophagia; Cytophagales; Cytophagaceae; Ohtaekwangia; Ohtaekwangia koreensis,Ohtaekwangia koreensis,Ohtaekwangia,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidetes,,Bacteria,,
denovo1703,419,1,1,419,100,"NR_041925.1 Telmatospirillum siberiense strain 26-4b1 16S ribosomal RNA, partial sequence",NR_041925.1,1344,302,720,31.18,630.8,0,393/419,93,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rhodospirillales; Rhodospirillaceae; Telmatospirillum; Telmatospirillum siberiense,Telmatospirillum siberiense,Telmatospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1704,419,2,1,419,100,"NR_133875.1 Taibaiella chishuiensis strain AY17 16S ribosomal RNA, partial sequence",NR_133875.1,1480,327,745,28.31,459.1,0,366/423,86,8/423,1,Plus,Plus,Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Taibaiella; Taibaiella chishuiensis,Taibaiella chishuiensis,Taibaiella,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,,Bacteria,,
denovo1705,419,1,1,419,100,"NR_146377.1 Lacunisphaera anatis strain IG31 16S ribosomal RNA, partial sequence",NR_146377.1,1497,336,754,27.99,691.8,0,404/419,96,0/419,0,Plus,Plus,Bacteria; Verrucomicrobia; Opitutae; Opitutales; Opitutaceae; Lacunisphaera; Lacunisphaera anatis,Lacunisphaera anatis,Lacunisphaera,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,,Bacteria,,
denovo1706,419,3,1,419,100,"NR_114126.1 Ralstonia pickettii strain NBRC 102503 16S ribosomal RNA, partial sequence",NR_114126.1,1463,314,732,28.64,769.3,0,418/419,99,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Burkholderiaceae; Ralstonia; Ralstonia pickettii,Ralstonia pickettii,Ralstonia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,Bacteria,,
